run_id,run_type,model_name,model_family,model_type,dataset_name,is_time_series,column_size,row_size,evaluation_metric,evaluation_value,duration,sql,explainability
7fcb1d47-71e1-441e-ac8d-296ab02b5c85,training,crypto-isotope-366706.sql_knowledge_base.num_of_item_new_random_forest_regressor_860f8c7e,regression,RANDOM_FOREST_REGRESSOR,thelook_ecommerce.orders,true,9,124429,mean_squared_error,0.65281701592590613,277.69,"CREATE MODEL IF NOT EXISTS `crypto-isotope-366706.sql_knowledge_base.num_of_item_new_random_forest_regressor_860f8c7e`
                OPTIONS(model_type='RANDOM_FOREST_REGRESSOR', INPUT_LABEL_COLS=['num_of_item'])
                AS
                (SELECT * EXCEPT(created_at, delivered_at, returned_at, shipped_at) FROM `bigquery-public-data.thelook_ecommerce.orders`
                WHERE num_of_item IS NOT NULL)",SHAP
14c39b2f-9216-449b-9d5f-a362ff7ee4f7,inference,crypto-isotope-366706.sql_knowledge_base.num_of_item_new_random_forest_regressor_860f8c7e,regression,RANDOM_FOREST_REGRESSOR,thelook_ecommerce.orders,true,9,124429,,,0.97,"SELECT * FROM ML.PREDICT(MODEL `crypto-isotope-366706.sql_knowledge_base.num_of_item_new_random_forest_regressor_860f8c7e`, (SELECT * FROM `bigquery-public-data.thelook_ecommerce.orders` WHERE delivered_at = '2021-01-08 23:11:00+00:00' AND gender = 'F'))",SHAP
47015b2f-6b95-42d9-9ab9-c07758bb1b84,training,crypto-isotope-366706.sql_knowledge_base.num_of_item_new_linear_reg_9c8320ae,regression,LINEAR_REG,thelook_ecommerce.orders,true,9,124429,mean_squared_error,0.65423991821414351,20.89,"CREATE MODEL IF NOT EXISTS `crypto-isotope-366706.sql_knowledge_base.num_of_item_new_linear_reg_9c8320ae`
                OPTIONS(model_type='LINEAR_REG', INPUT_LABEL_COLS=['num_of_item'])
                AS
                (SELECT * EXCEPT(created_at, delivered_at, returned_at, shipped_at) FROM `bigquery-public-data.thelook_ecommerce.orders`
                WHERE num_of_item IS NOT NULL)",Intrinsic
08f0647c-8cfa-4bb4-b75a-719550498af6,inference,crypto-isotope-366706.sql_knowledge_base.num_of_item_new_linear_reg_9c8320ae,regression,LINEAR_REG,thelook_ecommerce.orders,true,9,124429,,,1.82,"SELECT * FROM ML.PREDICT(MODEL `crypto-isotope-366706.sql_knowledge_base.num_of_item_new_linear_reg_9c8320ae`, (SELECT * FROM `bigquery-public-data.thelook_ecommerce.orders`))",Intrinsic
efc7c6e6-633f-4a5c-a0e6-e84da351aa42,training,crypto-isotope-366706.sql_knowledge_base.num_of_item_new_boosted_tree_regressor_3abcae7f,regression,BOOSTED_TREE_REGRESSOR,thelook_ecommerce.orders,true,9,124429,mean_squared_error,0.66598726140857711,283.68,"CREATE MODEL IF NOT EXISTS `crypto-isotope-366706.sql_knowledge_base.num_of_item_new_boosted_tree_regressor_3abcae7f`
                OPTIONS(model_type='BOOSTED_TREE_REGRESSOR', INPUT_LABEL_COLS=['num_of_item'])
                AS
                (SELECT * EXCEPT(created_at, delivered_at, returned_at, shipped_at) FROM `bigquery-public-data.thelook_ecommerce.orders`
                WHERE num_of_item IS NOT NULL)",SHAP
470fbdc0-af61-4e62-bcb9-8d4878b6986c,inference,crypto-isotope-366706.sql_knowledge_base.num_of_item_new_boosted_tree_regressor_3abcae7f,regression,BOOSTED_TREE_REGRESSOR,thelook_ecommerce.orders,true,9,124429,,,2.19,"SELECT * FROM ML.PREDICT(MODEL `crypto-isotope-366706.sql_knowledge_base.num_of_item_new_boosted_tree_regressor_3abcae7f`, (SELECT * FROM `bigquery-public-data.thelook_ecommerce.orders`))",SHAP
665c0b1c-6706-4cb1-9dad-c37c9add22ec,training,crypto-isotope-366706.sql_knowledge_base.num_of_item_new_dnn_regressor_d4f3f928,regression,DNN_REGRESSOR,thelook_ecommerce.orders,true,9,124429,mean_squared_error,8.4139993570206872,900.31,"CREATE MODEL IF NOT EXISTS `crypto-isotope-366706.sql_knowledge_base.num_of_item_new_dnn_regressor_d4f3f928`
                OPTIONS(model_type='DNN_REGRESSOR', INPUT_LABEL_COLS=['num_of_item'])
                AS
                (SELECT * EXCEPT(created_at, delivered_at, returned_at, shipped_at) FROM `bigquery-public-data.thelook_ecommerce.orders`
                WHERE num_of_item IS NOT NULL)",None
f924b4a0-0e09-42b8-b205-e0f388b56b36,inference,crypto-isotope-366706.sql_knowledge_base.num_of_item_new_dnn_regressor_d4f3f928,regression,DNN_REGRESSOR,thelook_ecommerce.orders,true,9,124429,,,3.32,"SELECT * FROM ML.PREDICT(MODEL `crypto-isotope-366706.sql_knowledge_base.num_of_item_new_dnn_regressor_d4f3f928`, (SELECT * FROM `bigquery-public-data.thelook_ecommerce.orders`))",None
a541bc55-f197-4a3c-a8bc-74e3cef7c61a,training,crypto-isotope-366706.sql_knowledge_base.lat_max_linear_reg_2322d978,regression,LINEAR_REG,sunroof_solar.solar_potential_by_postal_code,false,32,11516,mean_squared_error,72.8234084587446,61.64,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.lat_max_linear_reg_2322d978`
                OPTIONS(model_type='LINEAR_REG', INPUT_LABEL_COLS=['lat_max'])
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                WHERE lat_max IS NOT NULL)",Intrinsic
de8d1580-ec1d-4fa1-9036-5427239e6ab3,training,crypto-isotope-366706.sql_knowledge_base.number_of_panels_w_linear_reg_0c7a78ee,regression,LINEAR_REG,sunroof_solar.solar_potential_by_postal_code,false,32,11516,mean_squared_error,310110933.05859679,54.55,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.number_of_panels_w_linear_reg_0c7a78ee`
                OPTIONS(model_type='LINEAR_REG', INPUT_LABEL_COLS=['number_of_panels_w'])
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                WHERE number_of_panels_w IS NOT NULL)",Intrinsic
14ace7e6-6eaa-4dd1-a008-5cd38ae412b7,inference,crypto-isotope-366706.sql_knowledge_base.lat_max_linear_reg_2322d978,regression,LINEAR_REG,sunroof_solar.solar_potential_by_postal_code,false,32,11516,,,2.05,"SELECT * FROM ML.PREDICT(MODEL `crypto-isotope-366706.sql_knowledge_base.lat_max_linear_reg_2322d978`, (SELECT * FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code` WHERE number_of_panels_f > 282957))",Intrinsic
78acd394-4bd8-418b-a46a-e5977cbcc903,inference,crypto-isotope-366706.sql_knowledge_base.number_of_panels_w_linear_reg_0c7a78ee,regression,LINEAR_REG,sunroof_solar.solar_potential_by_postal_code,false,32,11516,,,0.93,"SELECT * FROM ML.PREDICT(MODEL `crypto-isotope-366706.sql_knowledge_base.number_of_panels_w_linear_reg_0c7a78ee`, (SELECT * FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code` WHERE number_of_panels_n = 1386))",Intrinsic
fd53ebc3-9b55-495b-a279-ee82041dda32,training,crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54,anomaly_detection,KMEANS,sunroof_solar.solar_potential_by_postal_code,false,32,11516,davies_bouldin_index,1.8970995886882076,70.85,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54`
                OPTIONS(model_type='KMEANS')
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                )",None
76290bf8-d19a-46e6-82b1-d802ab07ce69,training,crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54,anomaly_detection,KMEANS,sunroof_solar.solar_potential_by_postal_code,false,32,11516,davies_bouldin_index,1.8970995886882092,71.22,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54`
                OPTIONS(model_type='KMEANS')
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                )",None
c7a8287e-e128-4352-a30e-a644d4a4390e,training,crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54,anomaly_detection,KMEANS,sunroof_solar.solar_potential_by_postal_code,false,32,11516,davies_bouldin_index,1.8970995886882061,64.98,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54`
                OPTIONS(model_type='KMEANS')
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                )",None
3bde3168-2ea0-474d-9f92-6edbf9a40372,training,crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54,anomaly_detection,KMEANS,sunroof_solar.solar_potential_by_postal_code,false,32,11516,davies_bouldin_index,1.8970995886882049,68.71,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54`
                OPTIONS(model_type='KMEANS')
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                )",None
f5c2ae79-dcd5-43a3-ac74-bb0c9da3b63e,training,crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54,anomaly_detection,KMEANS,sunroof_solar.solar_potential_by_postal_code,false,32,11516,davies_bouldin_index,1.8970995886882061,74.87,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54`
                OPTIONS(model_type='KMEANS')
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                )",None
035db175-9336-4770-9052-7a2e3e26d722,training,crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54,anomaly_detection,KMEANS,sunroof_solar.solar_potential_by_postal_code,false,32,11516,davies_bouldin_index,1.8970995886882065,73.84,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54`
                OPTIONS(model_type='KMEANS')
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                )",None
75f487c4-a9af-4a24-8603-bc3816d67879,training,crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54,anomaly_detection,KMEANS,sunroof_solar.solar_potential_by_postal_code,false,32,11516,davies_bouldin_index,1.8970995886882047,87.67,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54`
                OPTIONS(model_type='KMEANS')
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                )",None
ebcccc43-77ed-4127-86a4-92bc03555fa6,training,crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54,anomaly_detection,KMEANS,sunroof_solar.solar_potential_by_postal_code,false,32,11516,davies_bouldin_index,1.8970995886882034,73.92,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54`
                OPTIONS(model_type='KMEANS')
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                )",None
c9833e80-c9c5-40bc-a0ac-20be42597df4,training,crypto-isotope-366706.sql_knowledge_base.clustering_kmeans_fd53f27f,clustering,KMEANS,sunroof_solar.solar_potential_by_postal_code,false,32,11516,davies_bouldin_index,1.8970995886882054,88.73,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.clustering_kmeans_fd53f27f`
                OPTIONS(model_type='KMEANS')
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                )",None
53ab43c3-39bc-4de7-b640-6eb42091122b,training,crypto-isotope-366706.sql_knowledge_base.clustering_kmeans_fd53f27f,clustering,KMEANS,sunroof_solar.solar_potential_by_postal_code,false,32,11516,davies_bouldin_index,1.8970995886882054,69.94,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.clustering_kmeans_fd53f27f`
                OPTIONS(model_type='KMEANS')
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                )",None
da19f397-028a-469e-a6fa-0804e0fd526e,training,crypto-isotope-366706.sql_knowledge_base.clustering_kmeans_fd53f27f,clustering,KMEANS,sunroof_solar.solar_potential_by_postal_code,false,32,11516,davies_bouldin_index,1.8970995886882067,68.91,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.clustering_kmeans_fd53f27f`
                OPTIONS(model_type='KMEANS')
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                )",None
1a206e3f-bfab-43ac-877f-294758189db5,training,crypto-isotope-366706.sql_knowledge_base.clustering_kmeans_fd53f27f,clustering,KMEANS,sunroof_solar.solar_potential_by_postal_code,false,32,11516,davies_bouldin_index,1.8970995886882072,71.12,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.clustering_kmeans_fd53f27f`
                OPTIONS(model_type='KMEANS')
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                )",None
94e0be94-4877-4125-9dca-da23d34853e4,training,crypto-isotope-366706.sql_knowledge_base.clustering_kmeans_fd53f27f,clustering,KMEANS,sunroof_solar.solar_potential_by_postal_code,false,32,11516,davies_bouldin_index,1.8970995886882072,80.47,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.clustering_kmeans_fd53f27f`
                OPTIONS(model_type='KMEANS')
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                )",None
3299510c-d8e0-411c-b779-45e0bbf1e792,training,crypto-isotope-366706.sql_knowledge_base.lat_max_dnn_linear_combined_regressor_ba856496,regression,DNN_LINEAR_COMBINED_REGRESSOR,sunroof_solar.solar_potential_by_postal_code,false,32,11516,mean_squared_error,0.11487453489316307,1031.47,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.lat_max_dnn_linear_combined_regressor_ba856496`
                OPTIONS(model_type='DNN_LINEAR_COMBINED_REGRESSOR', INPUT_LABEL_COLS=['lat_max'])
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                WHERE lat_max IS NOT NULL)",None
a0e31bb8-c83c-4ce9-86bb-68e93ec84182,training,crypto-isotope-366706.sql_knowledge_base.lat_max_dnn_regressor_d27d5fe6,regression,DNN_REGRESSOR,sunroof_solar.solar_potential_by_postal_code,false,32,11516,mean_squared_error,0.46800972940227908,1047.33,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.lat_max_dnn_regressor_d27d5fe6`
                OPTIONS(model_type='DNN_REGRESSOR', INPUT_LABEL_COLS=['lat_max'])
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                WHERE lat_max IS NOT NULL)",None
bdec7d0f-47ff-45de-8c22-a7ca57704358,training,crypto-isotope-366706.sql_knowledge_base.number_of_panels_w_dnn_linear_combined_regressor_07c25b82,regression,DNN_LINEAR_COMBINED_REGRESSOR,sunroof_solar.solar_potential_by_postal_code,false,32,11516,mean_squared_error,9852338790.486517,290.37,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.number_of_panels_w_dnn_linear_combined_regressor_07c25b82`
                OPTIONS(model_type='DNN_LINEAR_COMBINED_REGRESSOR', INPUT_LABEL_COLS=['number_of_panels_w'])
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                WHERE number_of_panels_w IS NOT NULL)",None
d2e7e737-3925-45b6-9e88-5a4e381763bd,training,crypto-isotope-366706.sql_knowledge_base.number_of_panels_w_dnn_regressor_9b0d8181,regression,DNN_REGRESSOR,sunroof_solar.solar_potential_by_postal_code,false,32,11516,mean_squared_error,9852478010.5748463,413.24,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.number_of_panels_w_dnn_regressor_9b0d8181`
                OPTIONS(model_type='DNN_REGRESSOR', INPUT_LABEL_COLS=['number_of_panels_w'])
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                WHERE number_of_panels_w IS NOT NULL)",None
d73aada5-f73d-4f5a-88f8-d19dabac3d7f,training,crypto-isotope-366706.sql_knowledge_base.state_name_dnn_classifier_bcfc6ac4,classification,DNN_CLASSIFIER,sunroof_solar.solar_potential_by_postal_code,false,32,11516,accuracy,0.65378603681833969,788.9,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.state_name_dnn_classifier_bcfc6ac4`
                OPTIONS(model_type='DNN_CLASSIFIER', INPUT_LABEL_COLS=['state_name'])
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                WHERE state_name IS NOT NULL)",None
a0fd2e7f-5c6f-4fb3-8ac7-3f449add1219,training,crypto-isotope-366706.sql_knowledge_base.state_name_dnn_linear_combined_classifier_337f957d,classification,DNN_LINEAR_COMBINED_CLASSIFIER,sunroof_solar.solar_potential_by_postal_code,false,32,11516,accuracy,0.68183397012851688,798.57,"CREATE OR REPLACE MODEL `crypto-isotope-366706.sql_knowledge_base.state_name_dnn_linear_combined_classifier_337f957d`
                OPTIONS(model_type='DNN_LINEAR_COMBINED_CLASSIFIER', INPUT_LABEL_COLS=['state_name'])
                AS
                (SELECT * EXCEPT(center_point) FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`
                WHERE state_name IS NOT NULL)",None
1d5b7f3c-9cd6-45f4-8467-caa2fca15c93,inference,crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54,anomaly_detection,KMEANS,sunroof_solar.solar_potential_by_postal_code,false,32,11516,,,2.63,"SELECT * FROM ML.DETECT_ANOMALIES(
                  MODEL `crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54`,
                  STRUCT(0.2 AS contamination),
                  (SELECT * EXCEPT(lat_avg), 44.64 AS lat_avg FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code` WHERE lat_avg < 40.676437581768226 AND lat_avg < 44.64)
                )",None
f1abd938-bbfd-44a1-bdfe-674b4fdecc60,inference,crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54,anomaly_detection,KMEANS,sunroof_solar.solar_potential_by_postal_code,false,32,11516,,,2.78,"SELECT * FROM ML.DETECT_ANOMALIES(
                  MODEL `crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54`,
                  STRUCT(0.2 AS contamination),
                  (SELECT * EXCEPT(yearly_sunlight_kwh_kw_threshold_avg), 1014.52 AS yearly_sunlight_kwh_kw_threshold_avg FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`)
                )",None
c2cf91da-4412-4862-a250-a3e685715d09,inference,crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54,anomaly_detection,KMEANS,sunroof_solar.solar_potential_by_postal_code,false,32,11516,,,2.89,"SELECT * FROM ML.DETECT_ANOMALIES(
                  MODEL `crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54`,
                  STRUCT(0.2 AS contamination),
                  (SELECT * FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`)
                )",None
9155fb6c-0cdc-4ef4-88ba-b91d8ce0a42f,inference,crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54,anomaly_detection,KMEANS,sunroof_solar.solar_potential_by_postal_code,false,32,11516,,,2.79,"SELECT * FROM ML.DETECT_ANOMALIES(
                  MODEL `crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54`,
                  STRUCT(0.2 AS contamination),
                  (SELECT * FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`)
                )",None
df6f45ff-5bbd-41c6-81bd-b805b7ad2aaa,inference,crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54,anomaly_detection,KMEANS,sunroof_solar.solar_potential_by_postal_code,false,32,11516,,,2.54,"SELECT * FROM ML.DETECT_ANOMALIES(
                  MODEL `crypto-isotope-366706.sql_knowledge_base.anomaly_detection_kmeans_2ac9ee54`,
                  STRUCT(0.2 AS contamination),
                  (SELECT *,  FROM `bigquery-public-data.sunroof_solar.solar_potential_by_postal_code`)
                )",None
